LL_CH_1s1s,LL_CH_2s1s,LL_CH_2px1s,LL_CH_2py1s,LL_CH_2pz1s,LL_C_1s1s,LL_C1_1s1s,LL_C1_1s2s,LL_C1_1s2px,LL_C1_1s2py,LL_C1_1s2pz,LL_C1_2s1s,LL_C1_2s2s,LL_C1_2s2px,LL_C1_2s2py,LL_C1_2s2pz,LL_C1_2px1s,LL_C1_2px2s,LL_C1_2px2px,LL_C1_2px2py,LL_C1_2px2pz,LL_C1_2py1s,LL_C1_2py2s,LL_C1_2py2px,LL_C1_2py2py,LL_C1_2py2pz,LL_C1_2pz1s,LL_C1_2pz2s,LL_C1_2pz2px,LL_C1_2pz2py,LL_C1_2pz2pz,LL_CH_1s1s,LL_CH_2s1s,LL_CH_2px1s,LL_CH_2py1s,LL_CH_2pz1s,LL_C_1s1s,LL_C1_1s1s,LL_C1_1s2s,LL_C1_1s2px,LL_C1_1s2py,LL_C1_1s2pz,LL_C1_2s1s,LL_C1_2s2s,LL_C1_2s2px,LL_C1_2s2py,LL_C1_2s2pz,LL_C1_2px1s,LL_C1_2px2s,LL_C1_2px2px,LL_C1_2px2py,LL_C1_2px2pz,LL_C1_2py1s,LL_C1_2py2s,LL_C1_2py2px,LL_C1_2py2py,LL_C1_2py2pz,LL_C1_2pz1s,LL_C1_2pz2s,LL_C1_2pz2px,LL_C1_2pz2py,LL_C1_2pz2pz,QU_CH_1s1s,QU_CH_2s1s,QU_CH_2px1s,QU_CH_2py1s,QU_CH_2pz1s
-0.09431297714639858,0.23122038624255561,-0.0079786348263758688,-0.022588208303094187,0.60081740678768736,0.63009213720952195,2.0669380137055917,-0.20564998660578332,0.0050671424720260512,-0.001039750325520274,0.00074041278688268301,-0.20564998660578332,0.80975863299406237,0.011705101466509899,0.015990674460442826,-0.0027851932324903586,0.0050671424720260512,0.011705101466509899,0.65271634243218202,0.021499950413847779,-0.0052127687345276952,-0.001039750325520274,0.015990674460442826,0.021499950413847779,0.65041623922428982,-0.0085972423192013023,0.00074041278688268301,-0.0027851932324903586,-0.0052127687345276952,-0.0085972423192013023,0.65213330316011264,-0.010805099908420164,0.10414767760680244,-1.2175293951457617e-17,5.5110772313217858e-18,0.25604168362224677,0.76003188356660889,15.891121688446422,-0.085890013704988569,1.8232365555754506e-18,7.7142793057954684e-17,8.2652211520563879e-18,-0.085890013704988569,0.47224997337183794,-6.5374014534451796e-17,1.5212905585580807e-16,-4.7784530322429621e-17,1.8232365555754506e-18,-6.5374014534451796e-17,1.4777280778078759,-3.92363769542321e-33,7.3599077831243709e-33,7.7142793057954684e-17,1.5212905585580807e-16,-3.92363769542321e-33,1.4777280778078759,-4.3221061772028261e-33,8.2652211520563879e-18,-4.7784530322429621e-17,7.3599077831243709e-33,-4.3221061772028261e-33,1.4777280778078756,0.0046941558510642618,0.12807669328171517,0.0025509690021003157,0.0052441160112749593,0.22931038655189323
-0.1070372031986488,0.25143506061100257,-0.037526321070497241,-0.039478832318723421,0.56474548531637248,0.59780885903053427,2.0666630221559044,-0.2209429552573092,0.0025511072196144919,0.0054704922322877363,-0.0042597617376540975,-0.2209429552573092,0.86924646403398731,-0.0062140990574196323,0.0090195479641076645,-0.011417713268583537,0.0025511072196144919,-0.0062140990574196323,0.64125373938983943,-0.012717174070962428,-0.0096083074409563287,0.0054704922322877363,0.0090195479641076645,-0.012717174070962428,0.65517056236991111,-0.0051727609526881144,-0.0042597617376540975,-0.011417713268583537,-0.0096083074409563287,-0.0051727609526881144,0.62216220675473921,-0.0094985592416868027,0.11531040521931743,-1.1591008367325759e-18,1.1166102662495175e-17,0.27696909732505548,0.76003188356660889,15.891121688446422,-0.085890013704988569,3.1274443378048523e-17,-3.6464731111509013e-18,-3.2323686260885537e-17,-0.085890013704988569,0.47224997337183794,-1.7797503461367924e-17,5.057346038390753e-17,2.6186554694582376e-17,3.1274443378048523e-17,-1.7797503461367924e-17,1.4777280778078759,0.0,0.0,-3.6464731111509013e-18,5.057346038390753e-17,0.0,1.4777280778078759,0.0,-3.2323686260885537e-17,2.6186554694582376e-17,0.0,0.0,1.4777280778078756,-0.017445255064565117,0.14458978059911493,0.0046666975927203763,0.0075153960783689794,0.26649463222488956
-0.095550973967126931,0.21339406292557475,0.016464886468044476,-0.03900376626736185,0.60106416171907195,0.61695390217723367,2.066688671464521,-0.20207126950909876,0.00084456513983115536,0.0010032877694871212,-0.00050881025736079668,-0.20207126950909876,0.79706914751301372,0.0022385131069355959,-0.0082716087850592968,-0.011178224118546905,0.00084456513983115536,0.0022385131069355959,0.65332667348680462,-0.00030999485043651295,0.00078531365292414113,0.0010032877694871212,-0.0082716087850592968,-0.00030999485043651295,0.64940263082187399,-0.003804066561522634,-0.00050881025736079668,-0.011178224118546905,0.00078531365292414113,-0.003804066561522634,0.66305085480512016,-0.0081333033169391639,0.12441814413437374,0.0,0.0,0.29366800050181774,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,0.0028645178104654257,0.15898219988317566,-0.0031080537553872167,0.0052958432172224464,0.28120335961191134
-0.098434728571416774,0.21475085494091023,-0.034568792159609063,0.007766238779272204,0.59294070577089497,0.61001178494987218,2.0667275540325085,-0.21192030483123472,0.0020741723258525819,0.0014496824237819964,0.0001602220319586495,-0.21192030483123472,0.83597122169703486,-0.0062090767847166536,0.035424565969593924,-0.025947179061525126,0.0020741723258525819,-0.0062090767847166536,0.63767559565095877,-0.0024504010100814266,-0.012773697466578218,0.0014496824237819964,0.035424565969593924,-0.0024504010100814266,0.65481338446738535,-0.0018998117546054211,0.0001602220319586495,-0.025947179061525126,-0.012773697466578218,-0.0018998117546054211,0.65320413869454852,-0.0081962793327810344,0.12403349675679734,2.8129554225884917e-18,6.5114468264070248e-18,0.29296985298074874,0.76003188356660889,15.891121688446422,-0.085890013704988569,-4.424473712516365e-18,-5.6882420884661354e-16,1.6530442304112776e-17,-0.085890013704988569,0.47224997337183794,0.0,3.141548489555783e-17,-4.0469521005168181e-17,-4.424473712516365e-18,0.0,1.4777280778078759,0.0,0.0,-5.6882420884661354e-16,3.141548489555783e-17,0.0,1.4777280778078759,-3.92363769542321e-33,1.6530442304112776e-17,-4.0469521005168181e-17,0.0,-3.92363769542321e-33,1.4777280778078756,-0.0121345881937511,0.15882879403223477,0.0050287937009243604,0.0024434392400772367,0.27774415524645912
-0.089288396167713321,0.22118554075815736,0.045659692601732985,-0.013430888658074569,0.61217405653155899,0.64231037575532457,2.0666343398706557,-0.2064342260002148,-0.0025492532768286091,-0.00026725056641764078,0.0028444528879046759,-0.2064342260002148,0.81302551481474072,-0.009259608216931281,0.019273162388269788,-0.0044041276057648696,-0.0025492532768286091,-0.009259608216931281,0.64805397411837207,-0.0041253527455750449,0.010254033193098949,-0.00026725056641764078,0.019273162388269788,-0.0041253527455750449,0.65671161496273089,-0.004323088983311893,0.0028444528879046759,-0.0044041276057648696,0.010254033193098949,-0.004323088983311893,0.65535765002515856,-0.011427484998465883,0.09695429956140425,-3.8518605790815789e-18,1.463208437925788e-17,0.24230304078947737,0.76003188356660889,15.891121688446422,-0.085890013704988569,1.3532139638811881e-16,2.4152466949269743e-16,1.9175035453158795e-16,-0.085890013704988569,0.47224997337183794,-8.616060841670578e-17,-5.2373109389164751e-17,7.5913954066072098e-18,1.3532139638811881e-16,-8.616060841670578e-17,1.4777280778078759,0.0,0.0,2.4152466949269743e-16,-5.2373109389164751e-17,0.0,1.4777280778078759,0.0,1.9175035453158795e-16,7.5913954066072098e-18,0.0,0.0,1.4777280778078756,0.0050419505339793806,0.11964616924925961,-0.0095438714280965745,0.0047147609405231976,0.20388848740027299
-0.093541031695159357,0.22945075918050975,-0.0072026398201145356,-0.027153795520227043,0.60186949712359239,0.63248835895358702,2.0660976304487471,-0.20826029598823328,0.0032229546865494545,-0.0011163501928668712,0.00064689289603787892,-0.20826029598823328,0.82256082393805807,-0.024426471640769925,0.014875163789283323,-0.0052289200634857268,0.0032229546865494545,-0.024426471640769925,0.66299584943909906,0.012495994210099785,0.0053962808012056052,-0.0011163501928668712,0.014875163789283323,0.012495994210099785,0.63234009506986699,-0.010382475197137388,0.00064689289603787892,-0.0052289200634857268,0.0053962808012056052,-0.010382475197137388,0.64757791111602436,-0.011129920370093808,0.1006446282714035,-2.7138107146470189e-18,1.2098499628092636e-17,0.24937504551169234,0.76003188356660889,15.891121688446422,-0.085890013704988569,-1.3546954049488602e-16,-2.9747352994164045e-16,1.2225651642413831e-16,-0.085890013704988569,0.47224997337183794,-4.0469521005168181e-17,8.0939042010336363e-17,7.5913954066072098e-18,-1.3546954049488602e-16,-4.0469521005168181e-17,1.4777280778078759,-3.92363769542321e-33,0.0,-2.9747352994164045e-16,8.0939042010336363e-17,-3.92363769542321e-33,1.4777280778078759,0.0,1.2225651642413831e-16,7.5913954066072098e-18,0.0,0.0,1.4777280778078756,0.0042135239947010787,0.12370454995189976,-0.0012130430845911833,0.0069898298517652151,0.21656826293176337
-0.085493422634397354,0.22463964026911837,-0.028216179425042037,0.055287494008433941,0.61915022916732088,0.64488835693550128,2.0672092632987158,-0.19743716253185495,0.00062202310612681933,0.001536055775953794,0.0040578452799790105,-0.19743716253185495,0.7772362308342794,-0.018371825873564313,0.010081038069458016,0.0068772222547251634,0.00062202310612681933,-0.018371825873564313,0.67452764402473919,-0.012695447657646061,-0.0063455025017022104,0.001536055775953794,0.010081038069458016,-0.012695447657646061,0.65688504308536189,0.023487306673766181,0.0040578452799790105,0.0068772222547251634,-0.0063455025017022104,0.023487306673766181,0.67053372824465574,-0.011790887524673735,0.091356306808209331,0.0,0.0,0.23148278068455352,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,0.014756438947258586,0.11312772747210645,0.0047666203009197067,-0.009529719225736092,0.18608009443803455
-0.10691348174140861,0.20224396615636508,-0.017838776173618537,0.019238237022793418,0.58539714902369155,0.57768065991719653,2.0682681391101423,-0.19505078079964522,-0.0018776245368960671,-0.0026130820093428547,-0.0054967567826523954,-0.19505078079964522,0.76843294238367232,-0.017607120392149296,-0.0077063386010603994,-0.023230625400419938,-0.0018776245368960671,-0.017607120392149296,0.67444638734433449,0.0060020295084844966,-0.0023694803280952248,-0.0026130820093428547,-0.0077063386010603994,0.0060020295084844966,0.65769307802507104,0.012022324387994832,-0.0054967567826523954,-0.023230625400419938,-0.0023694803280952248,0.012022324387994832,0.67944850166351212,0.0025454283528301962,0.17051495858489707,0.0,0.0,0.37246712003395371,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,0.006936265186895157,0.22491059778508099,0.0022075862013197179,-0.0035748512895500662,0.39435497716120343
-0.091163576903786861,0.21817247645010068,-0.089283528361661438,-0.035834106287635989,0.60403320475914257,0.63328127668026901,2.0662634134765501,-0.20340246692625605,8.6352372170160835e-05,-0.0018681408575616579,0.0019355849497296835,-0.20340246692625605,0.80192318886046932,-0.006600404383141952,-0.0053243827287526605,-0.0093520745174920025,8.6352372170160835e-05,-0.006600404383141952,0.64155421078502561,0.017885467550056988,-0.031242798283128433,-0.0018681408575616579,-0.0053243827287526605,0.017885467550056988,0.65784738135364074,-0.0092433152392580459,0.0019355849497296835,-0.0093520745174920025,-0.031242798283128433,-0.0092433152392580459,0.65952459277672137,-0.010676248041297505,0.10542699377169323,2.6045250801169165e-18,5.5411764041312612e-18,0.258464805490767,0.76003188356660889,15.891121688446422,-0.085890013704988569,-8.868180537004526e-17,-1.2288364231668546e-16,0.0,-0.085890013704988569,0.47224997337183794,-8.616060841670578e-17,0.0,-4.0469521005168181e-17,-8.868180537004526e-17,-8.616060841670578e-17,1.4777280778078759,0.0,1.961818847711605e-33,-1.2288364231668546e-16,0.0,0.0,1.4777280778078759,0.0,0.0,-4.0469521005168181e-17,1.961818847711605e-33,0.0,1.4777280778078756,0.0066745152385394432,0.13181553078707903,0.015716561462788124,0.0058502621966513664,0.22988011886165072
-0.088005347968685171,0.21741410622547555,-0.035650535078310952,0.042579811805486673,0.61338200753741756,0.6505615909630651,2.0663124920310838,-0.20898605645336593,0.0016501691793959572,-0.0033150038175893959,0.0027549095470075849,-0.20898605645336593,0.82528004103763863,0.010693652747763601,0.020291782593000185,-0.0074876737849977407,0.0016501691793959572,0.010693652747763601,0.63347501086792013,0.0073276474605139669,-0.018880336434925829,-0.0033150038175893959,0.020291782593000185,0.0073276474605139669,0.65477644768230614,0.011907612413503896,0.0027549095470075849,-0.0074876737849977407,-0.018880336434925829,0.011907612413503896,0.6515935614350401,-0.011656001855508507,0.093631780336335235,-2.2412856473302298e-18,5.2557566461744565e-18,0.23589417093170745,0.76003188356660889,15.891121688446422,-0.085890013704988569,3.7671935551498403e-16,-5.3432569605868696e-16,1.8439888673598671e-16,-0.085890013704988569,0.47224997337183794,-7.0977817603491372e-17,-3.0365581626428839e-17,-7.6064527927904035e-17,3.7671935551498403e-16,-7.0977817603491372e-17,1.4777280778078759,6.1150748582369367e-33,1.961818847711605e-33,-5.3432569605868696e-16,-3.0365581626428839e-17,6.1150748582369367e-33,1.4777280778078759,0.0,1.8439888673598671e-16,-7.6064527927904035e-17,1.961818847711605e-33,0.0,1.4777280778078756,0.003154235277909586,0.11497643486373833,0.0070292580879832882,-0.007610690762095273,0.1963960447485216
