LL_CH_1s1s,LL_CH_2s1s,LL_CH_2px1s,LL_CH_2py1s,LL_CH_2pz1s,LL_C_1s1s,LL_C1_1s1s,LL_C1_1s2s,LL_C1_1s2px,LL_C1_1s2py,LL_C1_1s2pz,LL_C1_2s1s,LL_C1_2s2s,LL_C1_2s2px,LL_C1_2s2py,LL_C1_2s2pz,LL_C1_2px1s,LL_C1_2px2s,LL_C1_2px2px,LL_C1_2px2py,LL_C1_2px2pz,LL_C1_2py1s,LL_C1_2py2s,LL_C1_2py2px,LL_C1_2py2py,LL_C1_2py2pz,LL_C1_2pz1s,LL_C1_2pz2s,LL_C1_2pz2px,LL_C1_2pz2py,LL_C1_2pz2pz,LL_CH_1s1s,LL_CH_2s1s,LL_CH_2px1s,LL_CH_2py1s,LL_CH_2pz1s,LL_C_1s1s,LL_C1_1s1s,LL_C1_1s2s,LL_C1_1s2px,LL_C1_1s2py,LL_C1_1s2pz,LL_C1_2s1s,LL_C1_2s2s,LL_C1_2s2px,LL_C1_2s2py,LL_C1_2s2pz,LL_C1_2px1s,LL_C1_2px2s,LL_C1_2px2px,LL_C1_2px2py,LL_C1_2px2pz,LL_C1_2py1s,LL_C1_2py2s,LL_C1_2py2px,LL_C1_2py2py,LL_C1_2py2pz,LL_C1_2pz1s,LL_C1_2pz2s,LL_C1_2pz2px,LL_C1_2pz2py,LL_C1_2pz2pz,QU_CH_1s1s,QU_CH_2s1s,QU_CH_2px1s,QU_CH_2py1s,QU_CH_2pz1s
-0.089484679225087571,0.24636872313479286,0.022550009681173377,-0.044300793075986611,0.61653787597048082,0.66706398247989318,2.0666763152109029,-0.22447793606189109,-0.001860753261480259,0.002725060976692003,0.0012593851261518351,-0.22447793606189109,0.88776059646327699,-0.025630992230691214,0.0051204348634296751,0.0044228301499401983,-0.001860753261480259,-0.025630992230691214,0.63432940088001244,-0.010500397592180202,0.0077042398322137579,0.002725060976692003,0.0051204348634296751,-0.010500397592180202,0.63109578961408175,-0.009738379288211918,0.0012593851261518351,0.0044228301499401983,0.0077042398322137579,-0.009738379288211918,0.63787416295275023,-0.01212197265441859,0.066587207371343243,-1.8852120860679797e-19,3.2296551614504394e-18,0.18240988777870643,0.76003188356660889,15.891121688446422,-0.085890013704988569,4.6734615409805411e-17,-3.6879777347197337e-16,4.7794371987401861e-17,-0.085890013704988569,0.47224997337183794,-4.0469521005168181e-17,-8.2738691015593585e-17,-2.0234760502584091e-17,4.6734615409805411e-17,-4.0469521005168181e-17,1.4777280778078759,0.0,9.809094238558025e-34,-3.6879777347197337e-16,-8.2738691015593585e-17,0.0,1.4777280778078759,0.0,4.7794371987401861e-17,-2.0234760502584091e-17,9.809094238558025e-34,0.0,1.4777280778078756,0.0056018357328592441,0.075236836904534005,-0.0089218333908819385,0.011992516869202352,0.12081856789396211
-0.086056318784543673,0.22589838373422866,-0.016109895492904286,0.00089596843744933763,0.61691261685353072,0.64279181531822349,2.0672730744989027,-0.19912410850459836,0.002326350499406743,0.003464851736777567,0.0034772852595566883,-0.19912410850459836,0.78383575979524378,0.018579670928920673,0.0020588307076085588,0.0076049119729455659,0.002326350499406743,0.018579670928920673,0.65223832499683132,0.003676381390291493,-0.012807673878539261,0.003464851736777567,0.0020588307076085588,0.003676381390291493,0.66510987651157327,0.0080834352243383187,0.0034772852595566883,0.0076049119729455659,-0.012807673878539261,0.0080834352243383187,0.66575538916943822,-0.011918587580840649,0.08886029265500589,0.0,0.0,0.22662361093704492,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,0.013520083970607626,0.10768923150833846,0.0038869784974941727,-0.0011422774706449418,0.1831247209493303
-0.096222771939570129,0.24667946700109578,-0.045424621969309319,-0.0008593552000839208,0.59156807684510571,0.63498358798100429,2.066369739744347,-0.21946648209425207,0.0039997850943527362,-0.0012781759910761308,-0.00087842598280911052,-0.21946648209425207,0.86848238743098904,-0.0070816362798900023,0.038856297690637198,-0.0021339437226906453,0.0039997850943527362,-0.0070816362798900023,0.6396958446257166,0.010655817393329964,-0.014790931796338204,-0.0012781759910761308,0.038856297690637198,0.010655817393329964,0.64805232856500983,-0.003709829240548114,-0.00087842598280911052,-0.0021339437226906453,-0.014790931796338204,-0.003709829240548114,0.62711499929733427,-0.011949738334472548,0.088179431558371379,0.0,0.0,0.22529452133546515,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,-0.0001752515790541745,0.10462961602922126,0.0082594737280954431,0.0027752328177277539,0.18729366507321207
-0.09481443908975018,0.22776369616097383,0.057166733926468448,-0.0011437844974244854,0.5970934020361347,0.62631396404402517,2.0662035425207357,-0.2135406189763249,-0.0012501725654614575,0.004229850041674618,0.00015936538072792693,-0.2135406189763249,0.84342288130463694,0.025001297097673306,0.0143025616864044,-0.012047216551198595,-0.0012501725654614575,0.025001297097673306,0.64322366479737514,0.0042239424220532062,0.010110293409152336,0.004229850041674618,0.0143025616864044,0.0042239424220532062,0.63103434071027986,0.00030820037479914464,0.00015936538072792693,-0.012047216551198595,0.010110293409152336,0.00030820037479914464,0.64519272551217011,-0.010941167632948733,0.1027336000852796,0.0,0.0,0.25335609147828742,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,-0.0051043333134144098,0.12746567292288283,-0.0082650616263654705,0.0026952798375731758,0.22426392019101052
-0.098232588075454833,0.22828881274701801,-0.054654702823823162,0.015302708170969404,0.5915923373164913,0.61507598747589021,2.0660196492367895,-0.20317696011351044,-0.0017761481031050149,-0.0016731394489283365,-0.0025145851046675257,-0.20317696011351044,0.7997768150636716,-0.0073571269112685748,-0.0036678552148138093,-0.0025247135395174169,-0.0017761481031050149,-0.0073571269112685748,0.64376154139778374,0.012834771404927215,-0.020916728155976411,-0.0016731394489283365,-0.0036678552148138093,0.012834771404927215,0.6574399447669188,0.0093950108729516368,-0.0025145851046675257,-0.0025247135395174169,-0.020916728155976411,0.0093950108729516368,0.64905494083645743,-0.0089557650169492728,0.11914650743686481,-7.2523696035877355e-18,5.8520875878673703e-18,0.28404494266243985,0.76003188356660889,15.891121688446422,-0.085890013704988569,2.610434751523894e-16,2.0264523535685012e-16,2.2980582709973932e-16,-0.085890013704988569,0.47224997337183794,-2.3861954054760659e-17,1.8816904456306938e-17,-4.0469521005168181e-17,2.610434751523894e-16,-2.3861954054760659e-17,1.4777280778078759,-3.1106295525832892e-32,1.961818847711605e-33,2.0264523535685012e-16,1.8816904456306938e-17,-3.1106295525832892e-32,1.4777280778078759,0.0,2.2980582709973932e-16,-4.0469521005168181e-17,1.961818847711605e-33,0.0,1.4777280778078756,0.0011378459195228072,0.15042413814064509,0.0086248450973864989,-0.0026028491365305824,0.26797184799072093
-0.096144728113784536,0.23862270822096096,0.012173234510675757,0.030148596175030559,0.59143171668332206,0.62326465661676045,2.0663048508119783,-0.20981650334221774,-0.0013607590040467675,-0.004544092994513001,-0.00076130140128441827,-0.20981650334221774,0.8280194876746001,-0.023483497486336841,0.017085650410652572,-0.00088076920772453267,-0.0013607590040467675,-0.023483497486336841,0.65914477916106595,0.014661089265082777,0.0059408324932850448,-0.004544092994513001,0.017085650410652572,0.014661089265082777,0.63983350421035445,0.0066123693661107458,-0.00076130140128441827,-0.00088076920772453267,0.0059408324932850448,0.0066123693661107458,0.6403488986524507,-0.011100691365779581,0.10097901046022537,2.8286851141064472e-18,1.1471910065398018e-18,0.25001338216361818,0.76003188356660889,15.891121688446422,-0.085890013704988569,1.8439888673598669e-16,-1.3173258974171821e-16,8.2396737174971879e-17,-0.085890013704988569,0.47224997337183794,-7.6064527927904035e-17,0.0,-7.6064527927904035e-17,1.8439888673598669e-16,-7.6064527927904035e-17,1.4777280778078759,0.0,4.3221061772028261e-33,-1.3173258974171821e-16,0.0,0.0,1.4777280778078759,0.0,8.2396737174971879e-17,-7.6064527927904035e-17,4.3221061772028261e-33,0.0,1.4777280778078756,0.0031848629522333027,0.12379201380773512,-0.0048496493189313537,-0.004578194851777133,0.22155306568728628
-0.10037175512789424,0.21194193668175659,0.0366906610209842,0.048500449747074181,0.58709036751100063,0.61081763421627921,2.0671369813437184,-0.2134434899131771,0.00017966384218386241,-0.0023723711860422804,-0.0011077340746726509,-0.2134434899131771,0.84714785174009588,0.01647174967578998,0.041078130566780141,-0.030507374015331691,0.00017966384218386241,0.01647174967578998,0.64293946684047809,-0.0022192168127541084,0.0039712876540860774,-0.0023723711860422804,0.041078130566780141,-0.0022192168127541084,0.66057954325041812,0.0095684044589331441,-0.0011077340746726509,-0.030507374015331691,0.0039712876540860774,0.0095684044589331441,0.64528409546009158,-0.006765161175541364,0.13217644386426686,0.0,0.0,0.30761219527698824,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,-0.011866358109427195,0.17023218600929307,-0.0026498056392285697,-0.0057228324694637966,0.30280743343508193
-0.095021952218358283,0.20632402504508099,-0.061177478776349568,0.051229823684365211,0.59800808260787286,0.6180033924492514,2.0662666449547702,-0.20469409020817739,0.0014824405055680146,-0.0013154996057660687,0.00039373362676004052,-0.20469409020817739,0.80776416877496326,-0.011977395630963393,0.0068429871524195449,-0.020139752457002703,0.0014824405055680146,-0.011977395630963393,0.64573870507499009,-0.010909300307621793,-0.021795627099485897,-0.0013154996057660687,0.0068429871524195449,-0.010909300307621793,0.65627218445377788,0.018986171467097773,0.00039373362676004052,-0.020139752457002703,-0.021795627099485897,0.018986171467097773,0.65827664641494221,-0.0080469453833407166,0.12494106691060508,2.8274720463297628e-18,1.1083446533704172e-17,0.29461610185760323,0.76003188356660889,15.891121688446422,-0.085890013704988569,2.610434751523894e-16,-5.6882420884661354e-16,2.3373473930273303e-16,-0.085890013704988569,0.47224997337183794,-9.4084522281534689e-18,8.0939042010336363e-17,-2.5286730191953762e-17,2.610434751523894e-16,-9.4084522281534689e-18,1.4777280778078759,0.0,0.0,-5.6882420884661354e-16,8.0939042010336363e-17,0.0,1.4777280778078759,-3.92363769542321e-33,2.3373473930273303e-16,-2.5286730191953762e-17,0.0,-3.92363769542321e-33,1.4777280778078756,-0.00082232113064968236,0.1603230251935826,0.011310986207580977,-0.0091250922921195,0.27982165405729292
-0.094631460626560068,0.18535375751774205,0.066363781294289048,0.017583452759645946,0.60834639323921336,0.61102808254833307,2.0670208690753813,-0.20128027320963271,-0.0012741934876933617,-0.00059283833984131301,0.00092895340146074523,-0.20128027320963271,0.79747395474723026,0.027146173258352339,-0.0026687735999228351,-0.033423136387310239,-0.0012741934876933617,0.027146173258352339,0.65119130067654007,0.0086545561646887183,0.015555706270533223,-0.00059283833984131301,-0.0026687735999228351,0.0086545561646887183,0.64526433564274743,0.012650158583058712,0.00092895340146074523,-0.033423136387310239,0.015555706270533223,0.012650158583058712,0.68321992596225256,-0.0045390290236521974,0.14306443371206312,-4.8247752792240272e-18,6.1838843064742597e-18,0.32672834935559647,0.76003188356660889,15.891121688446422,-0.085890013704988569,-6.3965596748820846e-17,-1.6176307645253277e-16,2.7735379449966538e-16,-0.085890013704988569,0.47224997337183794,-9.5789877441748499e-18,1.7232121683341156e-16,-7.1414831552929044e-18,-6.3965596748820846e-17,-9.5789877441748499e-18,1.4777280778078759,0.0,0.0,-1.6176307645253277e-16,1.7232121683341156e-16,0.0,1.4777280778078759,-1.961818847711605e-33,2.7735379449966538e-16,-7.1414831552929044e-18,0.0,-1.961818847711605e-33,1.4777280778078756,0.0021546780310354539,0.18757538104433294,-0.0069601777581918354,-0.0035036392070527393,0.32477202167374158
-0.085721243194774407,0.20869777225992314,-0.024149249422923902,-0.017255611782641261,0.62216348918613917,0.65726606419355793,2.0661431304774371,-0.21485899165068509,0.0010202448421458505,-0.0018695947472667227,0.0045465543008106337,-0.21485899165068509,0.8495937483053384,-0.019458596215133326,0.015178676098437007,-0.018612709806832509,0.0010202448421458505,-0.019458596215133326,0.63422609597376578,0.0031033554805046104,-0.0052962741537807001,-0.0018695947472667227,0.015178676098437007,0.0031033554805046104,0.63389903690571714,-0.0065853673430754101,0.0045465543008106337,-0.018612709806832509,-0.0052962741537807001,-0.0065853673430754101,0.65485458543465436,-0.01192718554552517,0.088675776976371162,-5.2307408617863265e-18,1.081883697026939e-17,0.22626357455342788,0.76003188356660889,15.891121688446422,-0.085890013704988569,1.6530442304112776e-17,-1.581166033413819e-16,1.3485244933738471e-16,-0.085890013704988569,0.47224997337183794,-4.987797323332165e-17,1.5212905585580807e-16,-4.7042261140767329e-18,1.6530442304112776e-17,-4.987797323332165e-17,1.4777280778078759,-8.6442123544056495e-33,8.9567175462038323e-33,-1.581166033413819e-16,1.5212905585580807e-16,-8.6442123544056495e-33,1.4777280778078759,-2.3602873294912208e-33,1.3485244933738471e-16,-4.7042261140767329e-18,8.9567175462038323e-33,-2.3602873294912208e-33,1.4777280778078756,-0.00080135016599462033,0.109094993236714,0.0036319685936710908,0.0056693436812165383,0.17935117269644676
