H1nuc_LL_CH_1s1s,H1nuc_LL_CH_2s1s,H1nuc_LL_CH_2px1s,H1nuc_LL_CH_2py1s,H1nuc_LL_CH_2pz1s,H1nuc_LL_C_1s1s,H1nuc_LL_C1_1s1s,H1nuc_LL_C1_1s2s,H1nuc_LL_C1_1s2px,H1nuc_LL_C1_1s2py,H1nuc_LL_C1_1s2pz,H1nuc_LL_C1_2s1s,H1nuc_LL_C1_2s2s,H1nuc_LL_C1_2s2px,H1nuc_LL_C1_2s2py,H1nuc_LL_C1_2s2pz,H1nuc_LL_C1_2px1s,H1nuc_LL_C1_2px2s,H1nuc_LL_C1_2px2px,H1nuc_LL_C1_2px2py,H1nuc_LL_C1_2px2pz,H1nuc_LL_C1_2py1s,H1nuc_LL_C1_2py2s,H1nuc_LL_C1_2py2px,H1nuc_LL_C1_2py2py,H1nuc_LL_C1_2py2pz,H1nuc_LL_C1_2pz1s,H1nuc_LL_C1_2pz2s,H1nuc_LL_C1_2pz2px,H1nuc_LL_C1_2pz2py,H1nuc_LL_C1_2pz2pz,H1nuc_CH_1s1s,H1nuc_QU_CH_2s1s,H1nuc_QU_CH_2px1s,H1nuc_QU_CH_2py1s,H1nuc_QU_CH_2pz1s
-1.3199562793288608,-3.9772703182759037,0.10788856363010374,-0.15209912617526997,-3.4809703639801297,-6.807508594324049,-38.097044851347114,-5.2960266197177202,0.032447854868098459,-0.040463077859777305,0.018847826900299028,-5.2960266197177202,-9.5829309940974543,0.3646168096433543,-0.48292494645515061,0.21817576070111136,0.032447854868098459,0.3646168096433543,-9.4976972311531576,0.15737705394135981,-0.075581926181027173,-0.040463077859777305,-0.48292494645515061,0.15737705394135981,-9.650510936681151,0.073497473347617165,0.018847826900299028,0.21817576070111136,-0.075581926181027173,0.073497473347617165,-9.4691230366404664,-1.3405307176898433,-4.026607403999968,0.096734755416860524,-0.16284462144790915,-3.4204346970953821
-1.3967543922683092,-3.9871417978861534,0.041041906919602134,-0.15419940968715612,-3.4727422370148497,-6.6614587090178308,-37.578198491989262,-5.1671647027464074,0.010996708726802727,-0.036684690081429001,0.010060839693902505,-5.1671647027464074,-9.0802104078819923,0.12741526899583491,-0.43591157754140741,0.13053027555597246,0.010996708726802727,0.12741526899583491,-8.9749490860650276,0.037154562358965644,-0.031501100661300574,-0.036684690081429001,-0.43591157754140741,0.037154562358965644,-9.1141673693866974,0.043677965040210293,0.010060839693902505,0.13053027555597246,-0.031501100661300574,0.043677965040210293,-9.0228370408793079,-1.3919619042742297,-4.0508668383582798,0.028550112491454824,-0.17010569665321074,-3.4480511326579539
-1.5224825559144906,-4.3621945337767274,0.10252449330521911,-0.20737547211512777,-3.747480654023569,-7.0808487080287108,-38.096835735097912,-5.295974684869444,0.02480822448928521,-0.049777338089053151,0.008709549076962305,-5.295974684869444,-9.5787372750720294,0.28583153595749294,-0.57734981033745847,0.11329830963054624,0.02480822448928521,0.28583153595749294,-9.4790902948888061,0.12551545999664149,-0.031121999633453142,-0.049777338089053151,-0.57734981033745847,0.12551545999664149,-9.6813962006330652,0.057407678604634423,0.008709549076962305,0.11329830963054624,-0.031121999633453142,0.057407678604634423,-9.4447385020237711,-1.5381652160573913,-4.4312036023173009,0.10632783110960216,-0.21428192931982917,-3.7194885446435704
-1.4927459578377678,-4.1842251723599206,0.072815040336078413,-0.13547657921215675,-3.5987296458232163,-6.8094504728219558,-37.728846876905386,-5.2045800898508787,0.01887376769458908,-0.030484205461746888,0.010197354254547221,-5.2045800898508787,-9.2186639832952615,0.21807146224092347,-0.3753267096414839,0.1338645774832517,0.01887376769458908,0.21807146224092347,-9.1444011514381423,0.06223263671910019,-0.047856312801196718,-0.030484205461746888,-0.3753267096414839,0.06223263671910019,-9.2417420718950147,0.052249116604614967,0.010197354254547221,0.1338645774832517,-0.047856312801196718,0.052249116604614967,-9.1417210495824701,-1.4922481532258078,-4.2583836357667524,0.059514130943776368,-0.14165030657552047,-3.5632537374805651
-1.2427611733002522,-3.8280107653899722,0.1019454061464303,-0.15316302427643111,-3.4048382763041873,-6.7455530966752839,-37.951453933376385,-5.2598673120837356,0.025019894597894506,-0.03908261517938752,0.010555067108718452,-5.2598673120837356,-9.4373761903734206,0.30066126320096637,-0.46570515309566746,0.12005176301301426,0.025019894597894506,0.30066126320096637,-9.3926389850719687,0.11375897889958099,-0.013507990642940063,-0.03908261517938752,-0.46570515309566746,0.11375897889958099,-9.4844100835983909,0.042904358238466452,0.010555067108718452,0.12005176301301426,-0.013507990642940063,0.042904358238466452,-9.3052460184276704,-1.264766225174107,-3.8735350675569453,0.12336532319639941,-0.1638070997186804,-3.3192828709925455
-1.2771871061437343,-3.8698213609337015,0.072865372448193938,-0.15178194604169995,-3.4134884265168974,-6.718148878560334,-37.942836512804739,-5.2577270731299066,0.018393211901095354,-0.039980649894057294,0.014966277138466485,-5.2577270731299066,-9.4334447185181798,0.22505364097616595,-0.47442499399080695,0.17540254115367082,0.018393211901095354,0.22505364097616595,-9.34103033621221,0.11720196041880909,-0.030725424692620969,-0.039980649894057294,-0.47442499399080695,0.11720196041880909,-9.5078164338353872,0.061644917303793366,0.014966277138466485,0.17540254115367082,-0.030725424692620969,0.061644917303793366,-9.3212110395832077,-1.297875628421264,-3.9167513085203427,0.07602765797222294,-0.16670218267300924,-3.3401041556568143
-1.1981476846965229,-3.7416862145748575,0.05780534604610512,-0.1469257405746085,-3.3210136061451521,-6.6642874836328039,-38.126483011200826,-5.3033379344583738,0.016355145660393124,-0.044138798217151998,0.02152905496193698,-5.3033379344583738,-9.5991100606524782,0.20390852962329548,-0.52457156285855944,0.24133908207175314,0.016355145660393124,0.20390852962329548,-9.5067386288769153,0.080229702473139194,-0.04631270880056481,-0.044138798217151998,-0.52457156285855944,0.080229702473139194,-9.6883405159092799,0.11849264851611098,0.02152905496193698,0.24133908207175314,-0.04631270880056481,0.11849264851611098,-9.4719577357796236,-1.2308442142075913,-3.7798912263495863,0.047858029386065759,-0.12350880457174027,-3.2214463661146335
-2.0167137215206181,-5.0839874390538995,0.10653241616710578,-0.1896910086474671,-4.0857335244529676,-7.4067839283018211,-38.178821998731763,-5.3163368480558093,0.021353869246605126,-0.04354472395684475,0.0144447950223788,-5.3163368480558093,-9.6412342537157389,0.269435018255681,-0.50290151327446586,0.20529275442609407,0.021353869246605126,0.269435018255681,-9.5619257763373682,0.13487632233845104,-0.05605163804576558,-0.04354472395684475,-0.50290151327446586,0.13487632233845104,-9.6671513045104014,0.11789152155754451,0.0144447950223788,0.20529275442609407,-0.05605163804576558,0.11789152155754451,-9.5643673492137999,-2.0262569410617903,-5.1981654805875728,0.10181275984882784,-0.17533677502702044,-4.1318887077511128
-1.3312058973093472,-3.9799195354750476,0.075725716177712954,-0.1523311721309317,-3.4707732845599084,-6.7718924951998476,-38.080710823539633,-5.2919698661315433,0.023056558306697054,-0.044066894715618372,0.021000919480032951,-5.2919698661315433,-9.5667241487163786,0.27767907686412702,-0.5098552305584827,0.24790192511954651,0.023056558306697054,0.27767907686412702,-9.4971772973800448,0.14077181148270315,-0.092865063870408174,-0.044066894715618372,-0.5098552305584827,0.14077181148270315,-9.6023600467245149,0.1042753693106734,0.021000919480032951,0.24790192511954651,-0.092865063870408174,0.1042753693106734,-9.4692981651997901,-1.3537798042189018,-4.0321314966529433,0.039581501426893692,-0.16184062837378352,-3.4062423583291901
-1.2137091951985677,-3.7566958294089448,0.096757419388517021,-0.12619955796261911,-3.3318521788698843,-6.6520327567427113,-38.011020021174957,-5.2746612926179761,0.031099572304231313,-0.037539116358266553,0.018308403394883887,-5.2746612926179761,-9.5031652382944642,0.35393770746406805,-0.44588707365099012,0.21486244614212538,0.031099572304231313,0.35393770746406805,-9.447154410354317,0.13331373952953854,-0.085162923919276379,-0.037539116358266553,-0.44588707365099012,0.13331373952953854,-9.5448759232603706,0.098632280970270603,0.018308403394883887,0.21486244614212538,-0.085162923919276379,0.098632280970270603,-9.3859978250712537,-1.2332759977602381,-3.7995400801426871,0.07626332636516224,-0.10877263224753439,-3.244861916389409
-1.3899006873165791,-3.9931982613252854,-3.1835008385809935,-0.15894095362530269,1.4180085800172082,-6.6933156670667566,-37.609887062981691,-5.1750349523437258,0.012671134584165369,-0.03888982306822273,0.0080805504726154213,-5.1750349523437258,-9.1153659675176737,0.16384730425097588,-0.45739791208858072,0.089146746738846622,0.012671134584165369,0.16384730425097588,-9.0498979833119328,0.069875578449051068,0.0037908182480492726,-0.03888982306822273,-0.45739791208858072,0.069875578449051068,-9.1689918708513272,0.024888606469975452,0.0080805504726154213,0.089146746738846622,0.0037908182480492726,0.024888606469975452,-8.9977407693886331,-1.3812857235227309,-4.057700320600711,-3.1529359842557234,-0.16845377421021759,1.4104763300401377
-1.2019362396580453,-3.7719332026081731,-3.2091734006080141,-0.16894536695532059,0.96962922596310808,-6.7223180374427969,-38.168554641452296,-5.3137869337399488,0.027007919873258825,-0.047226052883392398,0.021395007742990496,-5.3137869337399488,-9.6443481640134117,0.29559305280253317,-0.56325883393169507,0.23647834861899814,0.027007919873258825,0.29559305280253317,-9.5452187197650158,0.10463456647074798,-0.067819952415689444,-0.047226052883392398,-0.56325883393169507,0.10463456647074798,-9.7513938709659946,0.098596274874886938,0.021395007742990496,0.23647834861899814,-0.067819952415689444,0.098596274874886938,-9.5052491266332471,-1.2342562521529297,-3.806697911443861,-3.1325305295199906,-0.18057479279121461,0.92486936735066605
-0.97138488395812905,-3.2090372154321569,-2.8345818920659398,-0.097311978198162563,0.82247832297045986,-6.287027681310291,-37.703805849418607,-5.1983608464662536,0.01988241750354685,-0.029737421239839211,0.018936453518990322,-5.1983608464662536,-9.2050422723540226,0.22953580209450675,-0.36413118580671788,0.22066397935967771,0.01988241750354685,0.22953580209450675,-9.1201860244948225,0.08457475086803834,-0.061239523529274101,-0.029737421239839211,-0.36413118580671788,0.08457475086803834,-9.2315783844566184,0.062963544703851113,0.018936453518990322,0.22066397935967771,-0.061239523529274101,0.062963544703851113,-9.1337274665302264,-0.99572643619682244,-3.2324852198998473,-2.7028952098866377,-0.086983012995725445,0.77683724476923377
-0.90591647799827391,-3.0808454670339875,-2.5440668356194012,-0.1153351312943979,1.2997340391985883,-6.2484430074260677,-37.804215605404252,-5.2232988499275699,0.025881062712649259,-0.035845798059506565,0.011286239300566719,-5.2232988499275699,-9.2997164456413817,0.28887626721424359,-0.43621938930778198,0.13786655729227304,0.025881062712649259,0.28887626721424359,-9.2079552336197743,0.0841319044161042,-0.031754608939724864,-0.035845798059506565,-0.43621938930778198,0.0841319044161042,-9.3646884352813675,0.054555289933411424,0.011286239300566719,0.13786655729227304,-0.031754608939724864,0.054555289933411424,-9.1967036961384832,-0.95262153240354042,-3.0848953982106959,-2.4103345917070946,-0.12978846141203562,1.2529325890736933
-1.4413844237240521,-4.1597062521841019,-3.4509939858409884,-0.14708498900586653,0.95674895759809386,-6.8514359667684426,-38.024547856994467,-5.2780210948770812,0.023943676647939276,-0.040359984978476246,0.018345326092305027,-5.2780210948770812,-9.510781606083393,0.29142146727381335,-0.46942921999116233,0.2241438837458074,0.023943676647939276,0.29142146727381335,-9.4566376621078927,0.13281546596085997,-0.075486460546787079,-0.040359984978476246,-0.46942921999116233,0.13281546596085997,-9.5246332430258995,0.10216032349008355,0.018345326092305027,0.2241438837458074,-0.075486460546787079,0.10216032349008355,-9.4203425484041095,-1.456514270936659,-4.2220408712737179,-3.412443864120724,-0.13580852056066858,0.92925990326165953
-1.515463240015807,-4.2690180320715081,-3.3163113242329865,-0.13779501568888478,1.5509023461799409,-6.9126196425372104,-37.881275529007624,-5.2424376368966543,0.020352563815930088,-0.034468165909911759,0.019001859141311157,-5.2424376368966543,-9.3726245780328483,0.2557156125590565,-0.40609936944900354,0.2218746653766063,0.020352563815930088,0.2557156125590565,-9.3130744262523333,0.12233482726033369,-0.038784603928212327,-0.034468165909911759,-0.40609936944900354,0.12233482726033369,-9.3888871308723107,0.087520305280971433,0.019001859141311157,0.2218746653766063,-0.038784603928212327,0.087520305280971433,-9.2857520618366056,-1.5213828570955641,-4.3417729151589075,-3.2861323761635193,-0.12437510734430657,1.5512529822630297
-0.85871438347032147,-2.9540519790139306,-2.5072769793661167,-0.086092942305246889,1.1235654267097126,-6.1312341878481371,-37.825732928165039,-5.2286429359525677,0.031254492760947349,-0.028668805621513034,0.010340226540968491,-5.2286429359525677,-9.3148364442138956,0.35114503586268114,-0.35465396383881731,0.14309473770923972,0.031254492760947349,0.35114503586268114,-9.2539924284999628,0.094328863408767546,-0.055562394330294883,-0.028668805621513034,-0.35465396383881731,0.094328863408767546,-9.325809320061401,0.068316446819993978,0.010340226540968491,0.14309473770923972,-0.055562394330294883,0.068316446819993978,-9.2353690877201746,-0.91556186568266085,-2.9513037387423005,-2.3622804817120904,-0.097676494391638502,1.073122910228385
-1.3263809148952648,-3.9601859090978158,-3.3916592272255555,-0.14467679884306822,0.71203090202586039,-6.7570548162662165,-37.994242013232615,-5.2704942625283975,0.020913236780041762,-0.038936207880117264,0.018117418829981011,-5.2704942625283975,-9.4799593779311433,0.24981431342001284,-0.45784566838275481,0.22689751473342279,0.020913236780041762,0.24981431342001284,-9.405161381415752,0.094458947827562784,-0.076887252402981998,-0.038936207880117264,-0.45784566838275481,0.094458947827562784,-9.5015694814659444,0.1205222319104638,0.018117418829981011,0.22689751473342279,-0.076887252402981998,0.1205222319104638,-9.4027910564068815,-1.3480219597294774,-4.012611208174345,-3.3317516700937593,-0.16307701839322181,0.67265507692224757
-0.98646273397127548,-3.2953214989572479,-2.7395639151134814,-0.13404463181188922,1.2299018321159405,-6.4026545659423615,-38.115395668049587,-5.3005842580055509,0.032872225312448218,-0.045609859046273189,0.0068529869740798881,-5.3005842580055509,-9.5932944172773134,0.3671548920483933,-0.5328222720649507,0.10669637810977325,0.032872225312448218,0.3671548920483933,-9.5029566700698975,0.13972707865954512,-0.039164973426515634,-0.045609859046273189,-0.5328222720649507,0.13972707865954512,-9.6815310887227728,0.086330601215453537,0.0068529869740798881,0.10669637810977325,-0.039164973426515634,0.086330601215453537,-9.4643330113022248,-1.038197461300947,-3.3014795255034906,-2.6293608876873447,-0.1355134710208879,1.1857943136121605
-1.3089205699534581,-3.8777580147695012,-3.2745567271655234,-0.13224423095647891,0.89462522802399647,-6.6343864182527463,-37.833142154927636,-5.2304831215244034,0.021981815459053172,-0.037502797248223398,0.010877347103885946,-5.2304831215244034,-9.3312452870539051,0.26565402237849495,-0.44259066355038229,0.12991217177356637,0.021981815459053172,0.26565402237849495,-9.282199936185318,0.11650572975264567,-0.041076245730042919,-0.037502797248223398,-0.44259066355038229,0.11650572975264567,-9.3754213376124458,0.055379324556671918,0.010877347103885946,0.12991217177356637,-0.041076245730042919,0.055379324556671918,-9.2056783888394911,-1.3208600335652751,-3.9292828117212331,-3.2222677027551216,-0.12327493547562869,0.86551920723944742
-0.94851870766464308,-3.2113844425638596,-2.7932480544062428,-0.11052377243820762,0.92733426068586344,-6.3510342602611276,-38.097044851347114,-5.2960266197177202,0.032447854868098459,-0.040463077859777305,0.018847826900299028,-5.2960266197177202,-9.5829309940974543,0.3646168096433543,-0.48292494645515061,0.21817576070111136,0.032447854868098459,0.3646168096433543,-9.4976972311531576,0.15737705394135981,-0.075581926181027173,-0.040463077859777305,-0.48292494645515061,0.15737705394135981,-9.650510936681151,0.073497473347617165,0.018847826900299028,0.21817576070111136,-0.075581926181027173,0.073497473347617165,-9.4691230366404664,-0.99366670506960497,-3.2232114699938732,-2.6548398735969294,-0.078875863859572903,0.87698402685370647
-0.95861494887472998,-3.1827625704867422,-2.7876416484693651,-0.13033554968238564,0.96588889511565523,-6.3066638984240306,-37.578198491989262,-5.1671647027464074,0.010996708726802727,-0.036684690081429001,0.010060839693902505,-5.1671647027464074,-9.0802104078819923,0.12741526899583491,-0.43591157754140741,0.13053027555597246,0.010996708726802727,0.12741526899583491,-8.9749490860650276,0.037154562358965644,-0.031501100661300574,-0.036684690081429001,-0.43591157754140741,0.037154562358965644,-9.1141673693866974,0.043677965040210293,0.010060839693902505,0.13053027555597246,-0.031501100661300574,0.043677965040210293,-9.0228370408793079,-0.98142248489075412,-3.2048583953319145,-2.6592431699319063,-0.16135608597019074,0.92836539225501769
-1.2406135071267999,-3.8227208578156184,-3.1554614064874813,-0.17023841782449189,1.2015695850687165,-6.7084130140230531,-38.096835735097912,-5.295974684869444,0.02480822448928521,-0.049777338089053151,0.008709549076962305,-5.295974684869444,-9.5787372750720294,0.28583153595749294,-0.57734981033745847,0.11329830963054624,0.02480822448928521,0.28583153595749294,-9.4790902948888061,0.12551545999664149,-0.031121999633453142,-0.049777338089053151,-0.57734981033745847,0.12551545999664149,-9.6813962006330652,0.057407678604634423,0.008709549076962305,0.11329830963054624,-0.031121999633453142,0.057407678604634423,-9.4447385020237711,-1.2696441454742924,-3.8615987690871791,-3.0866915725355626,-0.17299780687372601,1.1723931649496102
-1.1214953672813379,-3.5110658471813889,-3.050943260947796,-0.11443507691553931,0.81981616521275136,-6.4307514495926199,-37.728846876905386,-5.2045800898508787,0.01887376769458908,-0.030484205461746888,0.010197354254547221,-5.2045800898508787,-9.2186639832952615,0.21807146224092347,-0.3753267096414839,0.1338645774832517,0.01887376769458908,0.21807146224092347,-9.1444011514381423,0.06223263671910019,-0.047856312801196718,-0.030484205461746888,-0.3753267096414839,0.06223263671910019,-9.2417420718950147,0.052249116604614967,0.010197354254547221,0.1338645774832517,-0.047856312801196718,0.052249116604614967,-9.1417210495824701,-1.1443515019227934,-3.5455005574889649,-2.9543683410668704,-0.12814733667969658,0.77724705867226762
-1.5178488906075032,-4.2660588849418053,-3.2895144000950567,-0.15784719920195936,1.55696968292772,-6.8863998058172537,-37.951453933376385,-5.2598673120837356,0.025019894597894506,-0.03908261517938752,0.010555067108718452,-5.2598673120837356,-9.4373761903734206,0.30066126320096637,-0.46570515309566746,0.12005176301301426,0.025019894597894506,0.30066126320096637,-9.3926389850719687,0.11375897889958099,-0.013507990642940063,-0.03908261517938752,-0.46570515309566746,0.11375897889958099,-9.4844100835983909,0.042904358238466452,0.010555067108718452,0.12005176301301426,-0.013507990642940063,0.042904358238466452,-9.3052460184276704,-1.5299159111231648,-4.3342582157376457,-3.2707565816609354,-0.15974642535579847,1.5504461096808042
-1.3667296866705831,-4.0344217991479612,-3.2971804472868844,-0.1506484227153386,1.2385282828674797,-6.808272795984303,-37.942836512804739,-5.2577270731299066,0.018393211901095354,-0.039980649894057294,0.014966277138466485,-5.2577270731299066,-9.4334447185181798,0.22505364097616595,-0.47442499399080695,0.17540254115367082,0.018393211901095354,0.22505364097616595,-9.34103033621221,0.11720196041880909,-0.030725424692620969,-0.039980649894057294,-0.47442499399080695,0.11720196041880909,-9.5078164338353872,0.061644917303793366,0.014966277138466485,0.17540254115367082,-0.030725424692620969,0.061644917303793366,-9.3212110395832077,-1.3783962178339555,-4.0946432462648232,-3.231137956792804,-0.13480900034716958,1.2269373737972369
-1.6946234066022725,-4.6338291526949202,-3.7207440389446131,-0.20316981468887202,1.1496427501793234,-7.2121446742205002,-38.126483011200826,-5.3033379344583738,0.016355145660393124,-0.044138798217151998,0.02152905496193698,-5.3033379344583738,-9.5991100606524782,0.20390852962329548,-0.52457156285855944,0.24133908207175314,0.016355145660393124,0.20390852962329548,-9.5067386288769153,0.080229702473139194,-0.04631270880056481,-0.044138798217151998,-0.52457156285855944,0.080229702473139194,-9.6883405159092799,0.11849264851611098,0.02152905496193698,0.24133908207175314,-0.04631270880056481,0.11849264851611098,-9.4719577357796236,-1.7097842505687597,-4.7202568954892179,-3.7158241394862572,-0.21967589147256375,1.1401892874690573
