KE_LL_OH_1s1s,KE_LL_OH_2s1s,KE_LL_OH_2px1s,KE_LL_OH_2py1s,KE_LL_OH_2pz1s,KE_LL_O_1s1s,KE_LL_O1_1s1s,KE_LL_O1_1s2s,KE_LL_O1_1s2px,KE_LL_O1_1s2py,KE_LL_O1_1s2pz,KE_LL_O1_2s1s,KE_LL_O1_2s2s,KE_LL_O1_2s2px,KE_LL_O1_2s2py,KE_LL_O1_2s2pz,KE_LL_O1_2px1s,KE_LL_O1_2px2s,KE_LL_O1_2px2px,KE_LL_O1_2px2py,KE_LL_O1_2px2pz,KE_LL_O1_2py1s,KE_LL_O1_2py2s,KE_LL_O1_2py2px,KE_LL_O1_2py2py,KE_LL_O1_2py2pz,KE_LL_O1_2pz1s,KE_LL_O1_2pz2s,KE_LL_O1_2pz2px,KE_LL_O1_2pz2py,KE_LL_O1_2pz2pz,KE_OH_1s1s,KE_QU_OH_2s1s,KE_QU_OH_2px1s,KE_QU_OH_2py1s,KE_QU_OH_2pz1s
-0.004801802077962488,0.11164930932679487,0.089098786695671534,0.045706577496291548,0.23639139022552355,0.76003188356660889,29.003199945539578,-0.16801093931649191,-1.4367851638778349e-17,2.0962345550290022e-15,1.4881739784547142e-16,-0.16801093931649191,0.80812795493034761,7.0899213287562339e-18,-7.2473684497861782e-16,-5.6605021150847573e-17,-1.4367851638778349e-17,7.0899213287562339e-18,2.5287311981947624,-2.8724034822915038e-33,-7.9256630720575422e-35,2.0962345550290022e-15,-7.2473684497861782e-16,-2.8724034822915038e-33,2.5287311981947624,4.5958455716664061e-32,1.4881739784547142e-16,-5.6605021150847573e-17,-7.9256630720575422e-35,4.5958455716664061e-32,2.5287311981947624,-0.11588823995736883,0.15211347890646629,0.090432862007046075,0.018720269882474935,0.20407181266295951
-0.0036979267316038645,0.12018316438003743,-0.11711166206535631,0.18889540244058689,-0.15450914762513157,0.76003188356660889,29.003199945539578,-0.16801093931649191,5.8412621870068217e-16,7.9191113217972551e-16,-6.572391111841928e-17,-0.16801093931649191,0.80812795493034761,-3.6236842248930891e-16,-2.2330634432208828e-16,-2.2648026405581807e-17,5.8412621870068217e-16,-3.6236842248930891e-16,2.5287311981947624,4.5958455716664061e-32,5.7448069645830076e-33,7.9191113217972551e-16,-2.2330634432208828e-16,4.5958455716664061e-32,2.5287311981947624,2.8724034822915038e-33,-6.572391111841928e-17,-2.2648026405581807e-17,5.7448069645830076e-33,2.8724034822915038e-33,2.5287311981947624,-0.11465454596079269,0.16112314184545115,-0.13378774596454565,0.17212131869638836,-0.12567590260732847
-0.0061303310332228855,0.10001152582398937,0.19996429290347256,-0.027329423054627849,-0.12496469878391314,0.76003188356660889,29.003199945539578,-0.16801093931649191,5.3636764436173807e-17,1.1975415393390669e-15,-1.8417755412989208e-16,-0.16801093931649191,0.80812795493034761,-2.5328379091368823e-17,1.8460267676941668e-16,2.2648026405581807e-17,5.3636764436173807e-17,-2.5328379091368823e-17,2.5287311981947624,1.1489613929166015e-32,-3.5905043528643797e-34,1.1975415393390669e-15,1.8460267676941668e-16,1.1489613929166015e-32,2.5287311981947624,-1.1489613929166015e-32,-1.8417755412989208e-16,2.2648026405581807e-17,-3.5905043528643797e-34,-1.1489613929166015e-32,2.5287311981947624,-0.12085054211050052,0.13871675227813762,0.16751294711169043,-0.045640866886053441,-0.083645861506968872
-0.0052974603796504174,0.10752156123918058,-0.11372827797750579,-0.073457381968463881,0.21005454407312119,0.76003188356660889,29.003199945539578,-0.16801093931649191,-3.2662964953845835e-16,1.8234534245283754e-15,3.9905821090162065e-18,-0.16801093931649191,0.80812795493034761,7.35985633865874e-17,-4.5284016920678059e-16,0.0,-3.2662964953845835e-16,7.35985633865874e-17,2.5287311981947624,-1.0144848732233657e-32,0.0,1.8234534245283754e-15,-4.5284016920678059e-16,-1.0144848732233657e-32,2.5287311981947624,0.0,3.9905821090162065e-18,0.0,0.0,0.0,2.5287311981947624,-0.10724347945147096,0.14400368748462175,-0.084134328918406637,-0.083646060691263596,0.18547872840408194
-0.0073045536157841061,0.087486911185365349,0.11072799866285021,-0.17159449603556842,-0.070803323891411946,0.76003188356660889,29.003199945539578,-0.16801093931649191,1.1141797199022917e-16,-1.5060965338003761e-16,9.1172671226418771e-16,-0.16801093931649191,0.80812795493034761,-2.1823499750605145e-17,-3.6236842248930891e-16,7.7802125846097905e-16,1.1141797199022917e-16,-2.1823499750605145e-17,2.5287311981947624,4.5958455716664061e-32,5.5293117364421789e-32,-1.5060965338003761e-16,-3.6236842248930891e-16,4.5958455716664061e-32,2.5287311981947624,0.0,9.1172671226418771e-16,7.7802125846097905e-16,5.5293117364421789e-32,0.0,2.5287311981947624,-0.1256185384154693,0.12400065175295279,0.078095859362838291,-0.1167494107005785,-0.060239150129530884
-0.0024492828476450441,0.12903597284049678,-0.2118281002598062,0.19005576359308637,-0.01445284057950539,0.76003188356660889,29.003199945539578,-0.16801093931649191,1.5810181105267174e-15,2.6231179910062125e-16,1.9241464280239375e-15,-0.16801093931649191,0.80812795493034761,-2.3044862071831069e-16,-2.2733488043700863e-16,-6.8108984547740759e-16,1.5810181105267174e-15,-2.3044862071831069e-16,2.5287311981947624,3.5813606984430404e-32,4.5958455716664061e-32,2.6231179910062125e-16,-2.2733488043700863e-16,3.5813606984430404e-32,2.5287311981947624,5.5293117364421789e-32,1.9241464280239375e-15,-6.8108984547740759e-16,4.5958455716664061e-32,5.5293117364421789e-32,2.5287311981947624,-0.095386708953038662,0.16960616660856853,-0.20160002622424364,0.18574614915008322,-0.039859575221585022
-0.0061131687019982507,0.10017517630279202,-0.23333823233645168,0.0045121360099430264,-0.044856957874052555,0.76003188356660889,29.003199945539578,-0.16801093931649191,6.1458543370644593e-16,7.3516133491984686e-16,-1.5059501827978639e-15,-0.16801093931649191,0.80812795493034761,-2.9515776344150811e-16,-3.6236842248930891e-16,7.7802125846097905e-16,6.1458543370644593e-16,-2.9515776344150811e-16,2.5287311981947624,9.1916911433328121e-32,-3.181990558828982e-33,7.3516133491984686e-16,-3.6236842248930891e-16,9.1916911433328121e-32,2.5287311981947624,0.0,-1.5059501827978639e-15,7.7802125846097905e-16,-3.181990558828982e-33,0.0,2.5287311981947624,-0.13288625273800889,0.13964362381312381,-0.1790742639206207,0.0053864047622682962,-0.064683606941689495
-0.0079000659461641882,0.079506461640272419,-0.086775990376568857,0.0098685312366265689,-0.18257049061175248,0.76003188356660889,29.003199945539578,-0.16801093931649191,3.8132840459727455e-15,3.4044254754427127e-16,1.2096301153655784e-16,-0.16801093931649191,0.80812795493034761,-1.8164764937784885e-15,0.0,-2.2648026405581807e-17,3.8132840459727455e-15,-1.8164764937784885e-15,2.5287311981947624,0.0,1.7234420893749017e-32,3.4044254754427127e-16,0.0,0.0,2.5287311981947624,0.0,1.2096301153655784e-16,-2.2648026405581807e-17,1.7234420893749017e-32,0.0,2.5287311981947624,-0.1151198064291705,0.11223209457610986,-0.069124038513632399,0.0085724041744152674,-0.11682936366286022
0.010949489321732097,0.20455090053341829,0.3217451338221381,-0.12061688009497984,0.20145785481187684,0.76003188356660889,29.003199945539578,-0.16801093931649191,2.2356649578203959e-15,7.3516133491984686e-16,-3.9074363429587464e-16,-0.16801093931649191,0.80812795493034761,-3.6236842248930891e-16,-9.4645646880972096e-16,2.0262703273095058e-16,2.2356649578203959e-15,-3.6236842248930891e-16,2.5287311981947624,1.8383382286665624e-31,-4.5958455716664061e-32,7.3516133491984686e-16,-9.4645646880972096e-16,1.8383382286665624e-31,2.5287311981947624,-9.849296445613314e-32,-3.9074363429587464e-16,2.0262703273095058e-16,-4.5958455716664061e-32,-9.849296445613314e-32,2.5287311981947624,-0.09578774469914797,0.26618656886458975,0.33176859569571149,-0.13648116981397812,0.22644286784638695
0.0049632385354774142,0.17317854413252393,0.29178793975871054,-0.020814085562895244,-0.19765481445856767,0.76003188356660889,29.003199945539578,-0.16801093931649191,2.4766466310573532e-15,1.0496371962850413e-15,4.0287758391978041e-16,-0.16801093931649191,0.80812795493034761,-2.2642008460339029e-16,-2.2642008460339029e-16,-9.0280946930851063e-16,2.4766466310573532e-15,-2.2642008460339029e-16,2.5287311981947624,-5.1337516504393495e-32,2.3517133937104974e-31,1.0496371962850413e-15,-2.2642008460339029e-16,-5.1337516504393495e-32,2.5287311981947624,2.3517133937104974e-31,4.0287758391978041e-16,-9.0280946930851063e-16,2.3517133937104974e-31,2.3517133937104974e-31,2.5287311981947624,-0.12339497684603098,0.2306727896838722,0.28118649046653277,-0.018337539422636873,-0.22351317433124426
0.001432529270166748,0.15336125273677392,-0.11414470296931048,0.29722549464037673,-0.055055679547143341,0.76003188356660889,29.003199945539578,-0.16801093931649191,1.1840823799256874e-15,-9.1367209387385504e-16,3.449795740807986e-17,-0.16801093931649191,0.80812795493034761,-7.2626386476893474e-16,-3.6236842248930891e-16,-4.2568115342337975e-17,1.1840823799256874e-15,-7.2626386476893474e-16,2.5287311981947624,1.8383382286665624e-31,4.5779742586132909e-33,-9.1367209387385504e-16,-3.6236842248930891e-16,1.8383382286665624e-31,2.5287311981947624,5.7448069645830076e-33,3.449795740807986e-17,-4.2568115342337975e-17,4.5779742586132909e-33,5.7448069645830076e-33,2.5287311981947624,-0.12940398809929143,0.20651623733991972,-0.14242946331683945,0.28115755520107238,-0.040714505315949508
-0.0086169898576151909,0.065831756192316751,0.044217549767876521,-0.1119502894593615,-0.13163063834483024,0.76003188356660889,29.003199945539578,-0.16801093931649191,5.5891623945509897e-16,3.1778106909102703e-15,-3.7204349461367856e-17,-0.16801093931649191,0.80812795493034761,-9.0592105622327228e-17,1.8460267676941668e-16,2.8008731777155836e-17,5.5891623945509897e-16,-9.0592105622327228e-17,2.5287311981947624,4.5958455716664061e-32,-1.4362017411457519e-33,3.1778106909102703e-15,1.8460267676941668e-16,4.5958455716664061e-32,2.5287311981947624,-1.1489613929166015e-32,-3.7204349461367856e-17,2.8008731777155836e-17,-1.4362017411457519e-33,-1.1489613929166015e-32,2.5287311981947624,-0.086450470613559927,0.089929947997995627,0.033533435100545489,-0.081027514851923721,-0.072776441229928823
