LL_CH_1s1s,LL_CH_2s1s,LL_CH_2px1s,LL_CH_2py1s,LL_CH_2pz1s,LL_C_1s1s,LL_C1_1s1s,LL_C1_1s2s,LL_C1_1s2px,LL_C1_1s2py,LL_C1_1s2pz,LL_C1_2s1s,LL_C1_2s2s,LL_C1_2s2px,LL_C1_2s2py,LL_C1_2s2pz,LL_C1_2px1s,LL_C1_2px2s,LL_C1_2px2px,LL_C1_2px2py,LL_C1_2px2pz,LL_C1_2py1s,LL_C1_2py2s,LL_C1_2py2px,LL_C1_2py2py,LL_C1_2py2pz,LL_C1_2pz1s,LL_C1_2pz2s,LL_C1_2pz2px,LL_C1_2pz2py,LL_C1_2pz2pz,QU_CH_1s1s,QU_CH_2s1s,QU_CH_2px1s,QU_CH_2py1s,QU_CH_2pz1s
-0.089484679225087571,0.24636872313479286,0.022550009681173377,-0.044300793075986611,0.61653787597048082,0.66706398247989318,2.0666763152109029,-0.22447793606189109,-0.001860753261480259,0.002725060976692003,0.0012593851261518351,-0.22447793606189109,0.88776059646327699,-0.025630992230691214,0.0051204348634296751,0.0044228301499401983,-0.001860753261480259,-0.025630992230691214,0.63432940088001244,-0.010500397592180202,0.0077042398322137579,0.002725060976692003,0.0051204348634296751,-0.010500397592180202,0.63109578961408175,-0.009738379288211918,0.0012593851261518351,0.0044228301499401983,0.0077042398322137579,-0.009738379288211918,0.63787416295275023,-0.082219334124587623,0.23439848065611485,0.022467554756567608,-0.048816501214667934,0.61936396356339651
-0.086056318784543673,0.22589838373422866,-0.016109895492904286,0.00089596843744933763,0.61691261685353072,0.64279181531822349,2.0672730744989027,-0.19912410850459836,0.002326350499406743,0.003464851736777567,0.0034772852595566883,-0.19912410850459836,0.78383575979524378,0.018579670928920673,0.0020588307076085588,0.0076049119729455659,0.002326350499406743,0.018579670928920673,0.65223832499683132,0.003676381390291493,-0.012807673878539261,0.003464851736777567,0.0020588307076085588,0.003676381390291493,0.66510987651157327,0.0080834352243383187,0.0034772852595566883,0.0076049119729455659,-0.012807673878539261,0.0080834352243383187,0.66575538916943822,-0.07775914426988699,0.21137246334263246,-0.0094338218004010044,0.00092050723132196255,0.61970085965171195
-0.096222771939570129,0.24667946700109578,-0.045424621969309319,-0.0008593552000839208,0.59156807684510571,0.63498358798100429,2.066369739744347,-0.21946648209425207,0.0039997850943527362,-0.0012781759910761308,-0.00087842598280911052,-0.21946648209425207,0.86848238743098904,-0.0070816362798900023,0.038856297690637198,-0.0021339437226906453,0.0039997850943527362,-0.0070816362798900023,0.6396958446257166,0.010655817393329964,-0.014790931796338204,-0.0012781759910761308,0.038856297690637198,0.010655817393329964,0.64805232856500983,-0.003709829240548114,-0.00087842598280911052,-0.0021339437226906453,-0.014790931796338204,-0.003709829240548114,0.62711499929733427,-0.088746755530723531,0.23782448203776077,-0.041916220841002071,-0.00012554035488138854,0.59267078042817911
-0.09481443908975018,0.22776369616097383,0.057166733926468448,-0.0011437844974244854,0.5970934020361347,0.62631396404402517,2.0662035425207357,-0.2135406189763249,-0.0012501725654614575,0.004229850041674618,0.00015936538072792693,-0.2135406189763249,0.84342288130463694,0.025001297097673306,0.0143025616864044,-0.012047216551198595,-0.0012501725654614575,0.025001297097673306,0.64322366479737514,0.0042239424220532062,0.010110293409152336,0.004229850041674618,0.0143025616864044,0.0042239424220532062,0.63103434071027986,0.00030820037479914464,0.00015936538072792693,-0.012047216551198595,0.010110293409152336,0.00030820037479914464,0.64519272551217011,-0.086514103312344479,0.21845390180889698,0.063789188589719242,-0.0038089391940746321,0.59776059933356862
-0.098232588075454833,0.22828881274701801,-0.054654702823823162,0.015302708170969404,0.5915923373164913,0.61507598747589021,2.0660196492367895,-0.20317696011351044,-0.0017761481031050149,-0.0016731394489283365,-0.0025145851046675257,-0.20317696011351044,0.7997768150636716,-0.0073571269112685748,-0.0036678552148138093,-0.0025247135395174169,-0.0017761481031050149,-0.0073571269112685748,0.64376154139778374,0.012834771404927215,-0.020916728155976411,-0.0016731394489283365,-0.0036678552148138093,0.012834771404927215,0.6574399447669188,0.0093950108729516368,-0.0025145851046675257,-0.0025247135395174169,-0.020916728155976411,0.0093950108729516368,0.64905494083645743,-0.089828339019848089,0.22195456943155634,-0.054776314099199225,0.011547328925275824,0.59130087079938931
-0.096144728113784536,0.23862270822096096,0.012173234510675757,0.030148596175030559,0.59143171668332206,0.62326465661676045,2.0663048508119783,-0.20981650334221774,-0.0013607590040467675,-0.004544092994513001,-0.00076130140128441827,-0.20981650334221774,0.8280194876746001,-0.023483497486336841,0.017085650410652572,-0.00088076920772453267,-0.0013607590040467675,-0.023483497486336841,0.65914477916106595,0.014661089265082777,0.0059408324932850448,-0.004544092994513001,0.017085650410652572,0.014661089265082777,0.63983350421035445,0.0066123693661107458,-0.00076130140128441827,-0.00088076920772453267,0.0059408324932850448,0.0066123693661107458,0.6403488986524507,-0.088265388586994953,0.23017300495822055,0.011771257658383494,0.027452775479844982,0.59164383443244162
-0.10037175512789424,0.21194193668175659,0.0366906610209842,0.048500449747074181,0.58709036751100063,0.61081763421627921,2.0671369813437184,-0.2134434899131771,0.00017966384218386241,-0.0023723711860422804,-0.0011077340746726509,-0.2134434899131771,0.84714785174009588,0.01647174967578998,0.041078130566780141,-0.030507374015331691,0.00017966384218386241,0.01647174967578998,0.64293946684047809,-0.0022192168127541084,0.0039712876540860774,-0.0023723711860422804,0.041078130566780141,-0.0022192168127541084,0.66057954325041812,0.0095684044589331441,-0.0011077340746726509,-0.030507374015331691,0.0039712876540860774,0.0095684044589331441,0.64528409546009158,-0.09027168498266662,0.20426417384608053,0.039740664529159309,0.048085093029380507,0.58468194754018366
-0.095021952218358283,0.20632402504508099,-0.061177478776349568,0.051229823684365211,0.59800808260787286,0.6180033924492514,2.0662666449547702,-0.20469409020817739,0.0014824405055680146,-0.0013154996057660687,0.00039373362676004052,-0.20469409020817739,0.80776416877496326,-0.011977395630963393,0.0068429871524195449,-0.020139752457002703,0.0014824405055680146,-0.011977395630963393,0.64573870507499009,-0.010909300307621793,-0.021795627099485897,-0.0013154996057660687,0.0068429871524195449,-0.010909300307621793,0.65627218445377788,0.018986171467097773,0.00039373362676004052,-0.020139752457002703,-0.021795627099485897,0.018986171467097773,0.65827664641494221,-0.086109742839819745,0.20051417557134912,-0.061663508204374218,0.049362379664307982,0.5964926972536686
-0.094631460626560068,0.18535375751774205,0.066363781294289048,0.017583452759645946,0.60834639323921336,0.61102808254833307,2.0670208690753813,-0.20128027320963271,-0.0012741934876933617,-0.00059283833984131301,0.00092895340146074523,-0.20128027320963271,0.79747395474723026,0.027146173258352339,-0.0026687735999228351,-0.033423136387310239,-0.0012741934876933617,0.027146173258352339,0.65119130067654007,0.0086545561646887183,0.015555706270533223,-0.00059283833984131301,-0.0026687735999228351,0.0086545561646887183,0.64526433564274743,0.012650158583058712,0.00092895340146074523,-0.033423136387310239,0.015555706270533223,0.012650158583058712,0.68321992596225256,-0.084127581278223632,0.1805932881889987,0.070528919453209854,0.011008510273030216,0.60538349688383886
-0.085721243194774407,0.20869777225992314,-0.024149249422923902,-0.017255611782641261,0.62216348918613917,0.65726606419355793,2.0661431304774371,-0.21485899165068509,0.0010202448421458505,-0.0018695947472667227,0.0045465543008106337,-0.21485899165068509,0.8495937483053384,-0.019458596215133326,0.015178676098437007,-0.018612709806832509,0.0010202448421458505,-0.019458596215133326,0.63422609597376578,0.0031033554805046104,-0.0052962741537807001,-0.0018695947472667227,0.015178676098437007,0.0031033554805046104,0.63389903690571714,-0.0065853673430754101,0.0045465543008106337,-0.018612709806832509,-0.0052962741537807001,-0.0065853673430754101,0.65485458543465436,-0.077566620373496112,0.19736483691432513,-0.023922354634833401,-0.022958301745672885,0.62388958439241249
