LL_CH_1s1s,LL_CH_2s1s,LL_CH_2px1s,LL_CH_2py1s,LL_CH_2pz1s,LL_C_1s1s,LL_C1_1s1s,LL_C1_1s2s,LL_C1_1s2px,LL_C1_1s2py,LL_C1_1s2pz,LL_C1_2s1s,LL_C1_2s2s,LL_C1_2s2px,LL_C1_2s2py,LL_C1_2s2pz,LL_C1_2px1s,LL_C1_2px2s,LL_C1_2px2px,LL_C1_2px2py,LL_C1_2px2pz,LL_C1_2py1s,LL_C1_2py2s,LL_C1_2py2px,LL_C1_2py2py,LL_C1_2py2pz,LL_C1_2pz1s,LL_C1_2pz2s,LL_C1_2pz2px,LL_C1_2pz2py,LL_C1_2pz2pz,QU_CH_1s1s,QU_CH_2s1s,QU_CH_2px1s,QU_CH_2py1s,QU_CH_2pz1s
-0.01212197265441859,0.066587207371343243,-1.8852120860679797e-19,3.2296551614504394e-18,0.18240988777870643,0.76003188356660889,15.891121688446422,-0.085890013704988569,4.6734615409805411e-17,-3.6879777347197337e-16,4.7794371987401861e-17,-0.085890013704988569,0.47224997337183794,-4.0469521005168181e-17,-8.2738691015593585e-17,-2.0234760502584091e-17,4.6734615409805411e-17,-4.0469521005168181e-17,1.4777280778078759,0.0,9.809094238558025e-34,-3.6879777347197337e-16,-8.2738691015593585e-17,0.0,1.4777280778078759,0.0,4.7794371987401861e-17,-2.0234760502584091e-17,9.809094238558025e-34,0.0,1.4777280778078756,0.0056018357328592441,0.075236836904534005,-0.0089218333908819385,0.011992516869202352,0.12081856789396211
-0.011918587580840649,0.08886029265500589,0.0,0.0,0.22662361093704492,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,0.013520083970607626,0.10768923150833846,0.0038869784974941727,-0.0011422774706449418,0.1831247209493303
-0.011949738334472548,0.088179431558371379,0.0,0.0,0.22529452133546515,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,-0.0001752515790541745,0.10462961602922126,0.0082594737280954431,0.0027752328177277539,0.18729366507321207
-0.010941167632948733,0.1027336000852796,0.0,0.0,0.25335609147828742,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,-0.0051043333134144098,0.12746567292288283,-0.0082650616263654705,0.0026952798375731758,0.22426392019101052
-0.0089557650169492728,0.11914650743686481,-7.2523696035877355e-18,5.8520875878673703e-18,0.28404494266243985,0.76003188356660889,15.891121688446422,-0.085890013704988569,2.610434751523894e-16,2.0264523535685012e-16,2.2980582709973932e-16,-0.085890013704988569,0.47224997337183794,-2.3861954054760659e-17,1.8816904456306938e-17,-4.0469521005168181e-17,2.610434751523894e-16,-2.3861954054760659e-17,1.4777280778078759,-3.1106295525832892e-32,1.961818847711605e-33,2.0264523535685012e-16,1.8816904456306938e-17,-3.1106295525832892e-32,1.4777280778078759,0.0,2.2980582709973932e-16,-4.0469521005168181e-17,1.961818847711605e-33,0.0,1.4777280778078756,0.0011378459195228072,0.15042413814064509,0.0086248450973864989,-0.0026028491365305824,0.26797184799072093
-0.011100691365779581,0.10097901046022537,2.8286851141064472e-18,1.1471910065398018e-18,0.25001338216361818,0.76003188356660889,15.891121688446422,-0.085890013704988569,1.8439888673598669e-16,-1.3173258974171821e-16,8.2396737174971879e-17,-0.085890013704988569,0.47224997337183794,-7.6064527927904035e-17,0.0,-7.6064527927904035e-17,1.8439888673598669e-16,-7.6064527927904035e-17,1.4777280778078759,0.0,4.3221061772028261e-33,-1.3173258974171821e-16,0.0,0.0,1.4777280778078759,0.0,8.2396737174971879e-17,-7.6064527927904035e-17,4.3221061772028261e-33,0.0,1.4777280778078756,0.0031848629522333027,0.12379201380773512,-0.0048496493189313537,-0.004578194851777133,0.22155306568728628
-0.006765161175541364,0.13217644386426686,0.0,0.0,0.30761219527698824,0.76003188356660889,15.891121688446422,-0.085890013704988569,0.0,0.0,0.0,-0.085890013704988569,0.47224997337183794,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078759,0.0,0.0,0.0,0.0,0.0,1.4777280778078756,-0.011866358109427195,0.17023218600929307,-0.0026498056392285697,-0.0057228324694637966,0.30280743343508193
-0.0080469453833407166,0.12494106691060508,2.8274720463297628e-18,1.1083446533704172e-17,0.29461610185760323,0.76003188356660889,15.891121688446422,-0.085890013704988569,2.610434751523894e-16,-5.6882420884661354e-16,2.3373473930273303e-16,-0.085890013704988569,0.47224997337183794,-9.4084522281534689e-18,8.0939042010336363e-17,-2.5286730191953762e-17,2.610434751523894e-16,-9.4084522281534689e-18,1.4777280778078759,0.0,0.0,-5.6882420884661354e-16,8.0939042010336363e-17,0.0,1.4777280778078759,-3.92363769542321e-33,2.3373473930273303e-16,-2.5286730191953762e-17,0.0,-3.92363769542321e-33,1.4777280778078756,-0.00082232113064968236,0.1603230251935826,0.011310986207580977,-0.0091250922921195,0.27982165405729292
-0.0045390290236521974,0.14306443371206312,-4.8247752792240272e-18,6.1838843064742597e-18,0.32672834935559647,0.76003188356660889,15.891121688446422,-0.085890013704988569,-6.3965596748820846e-17,-1.6176307645253277e-16,2.7735379449966538e-16,-0.085890013704988569,0.47224997337183794,-9.5789877441748499e-18,1.7232121683341156e-16,-7.1414831552929044e-18,-6.3965596748820846e-17,-9.5789877441748499e-18,1.4777280778078759,0.0,0.0,-1.6176307645253277e-16,1.7232121683341156e-16,0.0,1.4777280778078759,-1.961818847711605e-33,2.7735379449966538e-16,-7.1414831552929044e-18,0.0,-1.961818847711605e-33,1.4777280778078756,0.0021546780310354539,0.18757538104433294,-0.0069601777581918354,-0.0035036392070527393,0.32477202167374158
-0.01192718554552517,0.088675776976371162,-5.2307408617863265e-18,1.081883697026939e-17,0.22626357455342788,0.76003188356660889,15.891121688446422,-0.085890013704988569,1.6530442304112776e-17,-1.581166033413819e-16,1.3485244933738471e-16,-0.085890013704988569,0.47224997337183794,-4.987797323332165e-17,1.5212905585580807e-16,-4.7042261140767329e-18,1.6530442304112776e-17,-4.987797323332165e-17,1.4777280778078759,-8.6442123544056495e-33,8.9567175462038323e-33,-1.581166033413819e-16,1.5212905585580807e-16,-8.6442123544056495e-33,1.4777280778078759,-2.3602873294912208e-33,1.3485244933738471e-16,-4.7042261140767329e-18,8.9567175462038323e-33,-2.3602873294912208e-33,1.4777280778078756,-0.00080135016599462033,0.109094993236714,0.0036319685936710908,0.0056693436812165383,0.17935117269644676
