H1_LL_CH_1s1s,H1_LL_CH_2s1s,H1_LL_CH_2px1s,H1_LL_CH_2py1s,H1_LL_CH_2pz1s,H1_LL_C_1s1s,H1_LL_C1_1s1s,H1_LL_C1_1s2s,H1_LL_C1_1s2px,H1_LL_C1_1s2py,H1_LL_C1_1s2pz,H1_LL_C1_2s1s,H1_LL_C1_2s2s,H1_LL_C1_2s2px,H1_LL_C1_2s2py,H1_LL_C1_2s2pz,H1_LL_C1_2px1s,H1_LL_C1_2px2s,H1_LL_C1_2px2px,H1_LL_C1_2px2py,H1_LL_C1_2px2pz,H1_LL_C1_2py1s,H1_LL_C1_2py2s,H1_LL_C1_2py2px,H1_LL_C1_2py2py,H1_LL_C1_2py2pz,H1_LL_C1_2pz1s,H1_LL_C1_2pz2s,H1_LL_C1_2pz2px,H1_LL_C1_2pz2py,H1_LL_C1_2pz2pz,H1_CH_1s1s,H1_QU_CH_2s1s,H1_QU_CH_2px1s,H1_QU_CH_2py1s,H1_QU_CH_2pz1s
-0.95753355966613318,-3.0969410156469528,0.053094086413116089,-0.13406431751076442,-2.755260641322796,-5.5572388602659641,-21.71876537453527,-5.2609249660487141,0.012671134584165416,-0.038889823068223098,0.0080805504726154699,-5.2609249660487141,-8.6431159941458358,0.16384730425097585,-0.45739791208858077,0.089146746738846608,0.012671134584165416,0.16384730425097585,-7.5721699055040572,0.069875578449051068,0.0037908182480492726,-0.038889823068223098,-0.45739791208858077,0.069875578449051068,-7.6912637930434515,0.024888606469975452,0.0080805504726154699,0.089146746738846608,0.0037908182480492726,0.024888606469975452,-7.5200126915807575,-0.96349384496900981,-3.1072246957486982,0.067000570890338326,-0.14929877278111722,-2.6855815841766937
-1.1886500691614776,-3.6269906028747019,0.078657896319934417,-0.16046049613086188,-3.0815992014207381,-5.9148279578452412,-22.277432953005874,-5.3996769474449371,0.027007919873258825,-0.047226052883392398,0.021395007742990496,-5.3996769474449371,-9.1720981906415737,0.29559305280253317,-0.56325883393169507,0.23647834861899814,0.027007919873258825,0.29559305280253317,-8.0674906419571393,0.10463456647074798,-0.067819952415689444,-0.047226052883392398,-0.56325883393169507,0.10463456647074798,-8.2736657931581181,0.098596274874886938,0.021395007742990496,0.23647834861899814,-0.067819952415689444,0.098596274874886938,-8.0275210488253705,-1.1947407232789538,-3.6424124097511208,0.068861262910155249,-0.15771601596264212,-3.0288971103569637
-1.1574562109943032,-3.4546411679623423,0.061298606541234861,-0.10694642202341956,-2.9440919810533219,-5.6554802512862272,-21.812684160972186,-5.2842508601712419,0.01988241750354685,-0.029737421239839211,0.018936453518990322,-5.2842508601712419,-8.7327922989821847,0.22953580209450675,-0.36413118580671788,0.22066397935967771,0.01988241750354685,0.22953580209450675,-7.6424579466869469,0.08457475086803834,-0.061239523529274101,-0.029737421239839211,-0.36413118580671788,0.08457475086803834,-7.7538503066487428,0.062963544703851113,0.018936453518990322,0.22066397935967771,-0.061239523529274101,0.062963544703851113,-7.6559993887223508,-1.1624101347739586,-3.4737737276308138,0.048550029705161375,-0.11250637337891121,-2.8994945882891701
-1.3002909460499419,-3.7628592405155028,0.09285307873377073,-0.1442716144801712,-3.1587275694608787,-5.9271193379555571,-21.91309391695783,-5.3091888636325582,0.025881062712649259,-0.035845798059506565,0.011286239300566719,-5.3091888636325582,-8.8274664722695437,0.28887626721424359,-0.43621938930778198,0.13786655729227304,0.025881062712649259,0.28887626721424359,-7.7302271558118987,0.0841319044161042,-0.031754608939724864,-0.035845798059506565,-0.43621938930778198,0.0841319044161042,-7.8869603574734919,0.054555289933411424,0.011286239300566719,0.13786655729227304,-0.031754608939724864,0.054555289933411424,-7.7189756183306075,-1.3045779900157104,-3.7896306371828685,0.099619197877164611,-0.14857573183960812,-3.1229351208396663
-1.4723028537951048,-4.0797840740224069,0.091396255681126956,-0.14920299452350555,-3.3213697830181155,-6.1177917030066906,-22.133426168548045,-5.3639111085820694,0.023943676647939536,-0.040359984978476045,0.018345326092305256,-5.3639111085820694,-9.038531632711555,0.29142146727381335,-0.46942921999116233,0.22414388374580738,0.023943676647939536,0.29142146727381335,-7.9789095843000171,0.13281546596085997,-0.075486460546787079,-0.040359984978476045,-0.46942921999116233,0.13281546596085997,-8.046905165218023,0.10216032349008355,0.018345326092305256,0.22414388374580738,-0.075486460546787079,0.10216032349008355,-7.9426144705962338,-1.4767326027668197,-4.1119564357478904,0.080658005229521157,-0.14198208883992308,-3.3006642351213444
-1.2874365071442468,-3.7314137984573499,0.081459783826588111,-0.12049181419838195,-3.1197442943790064,-5.8726055594859456,-21.990153840561202,-5.3283276506016426,0.020352563815930272,-0.034468165909911891,0.01900185914131124,-5.3283276506016426,-8.9003746046610104,0.25571561255905645,-0.40609936944900354,0.22187466537660622,0.020352563815930272,0.25571561255905645,-7.8353463484444577,0.12233482726033369,-0.038784603928212327,-0.034468165909911891,-0.40609936944900354,0.12233482726033369,-7.9111590530644351,0.087520305280971433,0.01900185914131124,0.22187466537660622,-0.038784603928212327,0.087520305280971433,-7.80802398402873,-1.2925011777085103,-3.7551513005574297,0.088730949319387339,-0.11277250384532732,-3.0850001770603543
-1.5882984037987449,-4.2220803916757363,0.1222659521786072,-0.12640641783295756,-3.3940216393889391,-6.1682862252374244,-21.934611239718617,-5.314532949657556,0.031254492760947349,-0.028668805621513034,0.010340226540968491,-5.314532949657556,-8.8425864708420576,0.35114503586268114,-0.35465396383881731,0.14309473770923972,0.031254492760947349,0.35114503586268114,-7.7762643506920872,0.094328863408767546,-0.055562394330294883,-0.028668805621513034,-0.35465396383881731,0.094328863408767546,-7.8480812422535253,0.068316446819993978,0.010340226540968491,0.14309473770923972,-0.055562394330294883,0.068316446819993978,-7.757641009912299,-1.5915981046291232,-4.2638476201975148,0.12064269748121462,-0.11954892369614284,-3.3864831554203434
-1.5275084923378508,-4.1539069953200443,0.076012544586409853,-0.1439627504236273,-3.3519267112660365,-6.1373090090940918,-22.103120324786193,-5.3563842762333858,0.020913236780042022,-0.038936207880117833,0.018117418829981243,-5.3563842762333858,-9.0077094045593054,0.24981431342001284,-0.45784566838275476,0.22689751473342276,0.020913236780042022,0.24981431342001284,-7.9274333036078763,0.094458947827562784,-0.076887252402981998,-0.038936207880117833,-0.45784566838275476,0.094458947827562784,-8.0238414036580679,0.1205222319104638,0.018117418829981243,0.22689751473342276,-0.076887252402981998,0.1205222319104638,-7.9250629785990059,-1.5316024492554396,-4.1909448451018205,0.061047795673152994,-0.12870075292313593,-3.3320640771734444
-1.7209464015033438,-4.5292484535243807,0.13692821911868786,-0.19562450195344,-3.5922378175932388,-6.4773351482927755,-22.224273979603165,-5.3864742717105392,0.032872225312448156,-0.045609859046273349,0.0068529869740801656,-5.3864742717105392,-9.1210444439054754,0.3671548920483933,-0.53282227206495048,0.10669637810977324,0.032872225312448156,0.3671548920483933,-8.025228592262021,0.13972707865954512,-0.039164973426515634,-0.045609859046273349,-0.53282227206495048,0.13972707865954512,-8.2038030109148963,0.086330601215453537,0.0068529869740801656,0.10669637810977324,-0.039164973426515634,0.086330601215453537,-7.9866049334943492,-1.7252951166724699,-4.574730048305403,0.13984274366507721,-0.18640823174349566,-3.5886306861619106
-1.1697688585438384,-3.5441504106301256,0.079907245941572405,-0.13509389790624471,-3.0371780582431964,-5.8273165436750487,-21.942020466481214,-5.3163731352293917,0.02198181545905319,-0.037502797248223557,0.010877347103886081,-5.3163731352293917,-8.8589953136820672,0.26565402237849489,-0.44259066355038212,0.12991217177356637,0.02198181545905319,0.26565402237849489,-7.8044718583774424,0.11650572975264567,-0.041076245730042919,-0.037502797248223557,-0.44259066355038212,0.11650572975264567,-7.8976932598045702,0.055379324556671918,0.010877347103886081,0.12991217177356637,-0.041076245730042919,0.055379324556671918,-7.7279503110316154,-1.1744850026345954,-3.5654600925648285,0.075919875637727036,-0.1403986112378092,-2.9814002080757751
