2.038774 -0.083978 1.494967 0.160948 -0.571437 1.386839 -0.941825 1.264692 1.093949 -0.230968 0.231943 1.264692 -1.341011 0.673885 0.758448 0.019949 1.093949 0.673885 0.387334 0.629098 -0.056999 -0.230968 0.758448 0.629098 0.557127 -0.647769 0.231943 0.019949 -0.056999 -0.647769 0.359271 -0.645402 -1.238515 0.962143 -0.131015 -0.404340 -1.000000 -1.000000 -1.000000 0.401111 0.347679 0.423987 -1.000000 -1.000000 -1.399738 1.153793 -1.622998 0.401111 -1.399738 1.000000 -0.265908 0.722812 0.347679 1.153793 -0.265908 1.000000 -0.398196 0.423987 -1.622998 0.722812 -0.398196 1.000000
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.776410 0.279110 1.336705 -0.101649 -0.613233 -1.122986 -0.847171 1.122015 -0.040275 -0.270015 0.644612 1.122015 -1.150039 -0.047152 0.128771 0.081724 -0.040275 -0.047152 0.338289 0.074968 0.048006 -0.270015 0.128771 0.074968 0.302116 -0.251429 0.644612 0.081724 0.048006 -0.251429 0.919762 0.304138 0.707227 1.583016 -0.131015 -0.641894 -1.000000 -1.000000 -1.000000 0.249696 -1.925448 0.309406 -1.000000 -1.000000 -0.117477 1.241259 -0.378597 0.249696 -0.117477 1.000000 -0.077714 -0.218724 -1.925448 1.241259 -0.077714 1.000000 -0.097259 0.309406 -0.378597 -0.218724 -0.097259 1.000000
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.041119 -0.899890 -0.161420 -0.106140 1.475391 -0.469713 1.687899 1.704462 0.414205 0.011614 1.000534 1.704462 -1.641461 -0.695022 -0.712132 -0.099436 0.414205 -0.695022 1.597583 -0.110775 0.006117 0.011614 -0.712132 -0.110775 1.497271 -0.434965 1.000534 -0.099436 0.006117 -0.434965 0.898252 -0.209995 0.233597 -0.136955 -0.131015 1.473083 -1.000000 -1.000000 -1.000000 0.393026 0.172873 0.379760 -1.000000 -1.000000 -0.359149 -0.211073 -0.410956 0.393026 -0.359149 1.000000 -0.077714 -0.243822 0.172873 -0.211073 -0.077714 1.000000 -0.097259 0.379760 -0.410956 -0.243822 -0.097259 1.000000
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.458262 1.771718 -0.845289 1.862660 -0.682837 0.436960 0.435463 0.157294 1.351594 0.685409 0.461759 0.157294 -0.170384 -0.612741 0.104999 -1.251080 1.351594 -0.612741 0.420318 -0.567165 -0.243937 0.685409 0.104999 -0.567165 0.098366 0.444794 0.461759 -1.251080 -0.243937 0.444794 0.802682 -0.662907 -1.175381 -0.594793 1.365297 -0.530761 -1.000000 -1.000000 -1.000000 0.393026 0.172873 0.379760 -1.000000 -1.000000 -0.359149 -0.211073 -0.410956 0.393026 -0.359149 1.000000 -0.077714 -0.243822 0.172873 -0.211073 -0.077714 1.000000 -0.097259 0.379760 -0.410956 -0.243822 -0.097259 1.000000
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.688683 -1.187024 -0.176925 0.044415 1.514897 0.409774 -1.857295 0.118802 0.042755 0.133627 0.824977 0.118802 -0.198821 0.016711 0.361965 -0.417880 0.042755 0.016711 -0.325515 -0.500686 -0.355431 0.133627 0.361965 -0.500686 -0.041042 1.138772 0.824977 -0.417880 -0.355431 1.138772 0.646967 -0.694186 -0.718729 -0.136955 -0.131015 1.165134 -1.000000 -1.000000 -1.000000 1.237825 0.172873 0.433859 -1.000000 -1.000000 -0.586497 0.696394 -0.491130 1.237825 -0.586497 1.000000 -0.454102 -0.211614 0.172873 0.696394 -0.454102 1.000000 -0.059113 0.433859 -0.491130 -0.211614 -0.059113 1.000000
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
